filename,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,scent_mean,scent_std,rms_mean,rms_std
100_bus.wav,bus,-40.1684,60.16764,99.18869,7.0299277,9.917593,4.416504,43.92966,5.2473254,7.0280476,3.8814805,11.75786,3.0087311,11.781018,3.9206617,2.8832917,3.5887446,-0.37725848,3.688926,11.312951,3.7830267,3.5506344,3.0786288,0.056861807,3.0470257,-4.80458,3.7924814,6.909964,3.801835,5.882962,4.0666246,-1.2746416,4.1369057,0.98366636,2.7105553,5.686464,3.2546067,-3.0652347,2.702131,8.737085,3.5334713,1346.4549238137529,83.38009187821505,0.26669964,0.052246533
101_bus.wav,bus,-40.1684,60.16764,99.18869,7.0299277,9.917593,4.416504,43.92966,5.2473254,7.0280476,3.8814805,11.75786,3.0087311,11.781018,3.9206617,2.8832917,3.5887446,-0.37725848,3.688926,11.312951,3.7830267,3.5506344,3.0786288,0.056861807,3.0470257,-4.80458,3.7924814,6.909964,3.801835,5.882962,4.0666246,-1.2746416,4.1369057,0.98366636,2.7105553,5.686464,3.2546067,-3.0652347,2.702131,8.737085,3.5334713,1346.4549238137529,83.38009187821505,0.26669964,0.052246533
102_bus.wav,bus,-0.5365029,6.3801723,119.879295,4.5785527,6.8565826,3.8338823,29.20061,3.6258855,1.8295013,3.313894,-3.2385013,3.5825617,-5.653294,3.3954334,9.23434,3.0893583,8.73682,3.1484904,13.25748,2.7043512,0.49021244,3.2926981,6.640336,3.167379,-3.1942358,3.128985,4.1348896,3.1603982,-5.3873343,3.3391278,-2.4443722,3.0315695,-4.7833333,3.0234003,1.7762607,2.9467564,0.96583253,2.6990223,5.213073,2.6955485,1267.965291704123,77.26885525894409,0.26397523,0.022570837
103_bus.wav,bus,-0.5365029,6.3801723,119.879295,4.5785527,6.8565826,3.8338823,29.20061,3.6258855,1.8295013,3.313894,-3.2385013,3.5825617,-5.653294,3.3954334,9.23434,3.0893583,8.73682,3.1484904,13.25748,2.7043512,0.49021244,3.2926981,6.640336,3.167379,-3.1942358,3.128985,4.1348896,3.1603982,-5.3873343,3.3391278,-2.4443722,3.0315695,-4.7833333,3.0234003,1.7762607,2.9467564,0.96583253,2.6990223,5.213073,2.6955485,1267.965291704123,77.26885525894409,0.26397523,0.022570837
104_bus.wav,bus,-162.19064,80.1894,196.06877,34.985214,-64.43216,18.072538,52.04022,14.099137,1.5139194,10.285238,-0.739995,7.523095,34.877247,6.3656225,-19.764929,8.753202,11.209811,4.6729393,3.041722,2.720132,-12.2701645,3.7693446,15.1898985,5.2523775,-12.843353,7.4194574,-0.8817385,4.1340756,4.093662,3.3533876,-15.39566,4.6961417,6.9699407,4.7267184,-3.9143054,3.255013,-3.2020547,3.1719162,8.170391,2.8944237,928.4294065049518,155.1636161963251,0.12949923,0.083925545
105_bus.wav,bus,-136.30542,135.37389,120.81269,31.66419,4.71024,10.10233,22.957417,9.020666,10.936593,10.385495,9.288186,7.822972,-0.28649676,7.386637,18.812977,7.512108,-1.063396,8.201878,8.6489315,3.8270001,7.8723507,4.177339,2.2398539,3.629544,-1.5877637,4.2010193,0.81844026,5.163561,-3.7877953,3.0806732,0.9722505,4.2597218,-2.456542,3.9444106,-1.5845549,3.3264985,-3.3649926,3.0646663,-1.5745672,3.7316623,1229.2554901102544,550.6000615059764,0.13843568,0.099191315
106_bus.wav,bus,-120.58891,113.650085,124.934135,16.209139,-13.946392,9.64365,21.630135,7.1900125,10.085195,6.5809793,16.208849,4.850833,-0.9323307,3.964567,8.984091,4.897405,6.513529,5.97721,5.206114,5.7447863,-1.5370883,5.309223,1.8670075,3.9863439,-2.3507106,3.8358395,6.270045,3.5923727,-0.97346413,4.3552227,2.6529326,3.3520756,-1.9871334,3.3476374,1.0932381,3.6631532,-2.269507,3.5381773,3.3478355,3.4114287,1194.6792764673517,144.6840630659867,0.13029039,0.07920335
107_bus.wav,bus,-134.29362,137.24254,141.45825,30.597843,8.186953,13.870612,31.626938,8.054369,1.30267,17.647467,10.018138,10.018421,3.0072815,8.387418,11.022667,6.55319,3.1015162,6.84676,0.9230207,5.9746027,5.8451996,5.0202684,4.635016,4.5756736,2.9727054,6.997411,-1.1015203,3.8689952,-2.1063578,4.773124,-3.5241315,4.8525414,-4.744982,3.9791524,2.004169,4.330766,-0.55033845,4.242206,3.3484623,6.714254,910.4407586919042,441.47149537626524,0.1763058,0.08612211
108_bus.wav,bus,-132.25664,83.297295,122.32401,14.301263,-2.2829566,11.552666,30.79293,7.6598706,2.1713629,4.8351045,26.132898,5.732163,7.093737,5.6580267,10.28833,4.365127,7.2830667,4.0116553,6.421592,3.722673,2.214524,4.5839925,1.5916144,4.722949,1.4637994,4.702824,6.4203334,3.6846993,-0.5910792,3.97846,1.1627102,4.902244,-6.0208483,3.624646,2.2994096,3.4674819,-2.8451679,3.588578,-0.01393574,3.2711372,1115.834761606107,187.22295911441088,0.13949803,0.0874769
109_bus.wav,bus,-105.70141,97.03378,112.94261,22.802296,-18.052082,19.271795,34.624393,6.8358164,19.52839,7.2232156,29.20472,8.000886,8.1080475,7.0560594,8.202602,4.7021017,8.365768,4.7966065,9.346188,4.5711856,0.26326132,4.0969815,-4.070275,3.803991,2.6155374,3.1370714,2.3436472,2.854402,0.32603666,3.4104702,-0.45447388,3.1220694,-4.117131,2.9438822,4.7414203,3.642624,-2.0429049,2.8269901,0.8618262,3.2532077,1166.2732021086638,442.7659908879726,0.16342048,0.05704272
10_bus.wav,bus,-45.95234,65.24036,95.63649,11.559471,12.35232,7.2139063,6.060412,7.0959506,-0.16499865,6.155856,6.6316056,6.443838,2.3253088,5.613955,13.101819,3.5768979,3.6505134,3.8315678,5.2544646,3.7808168,1.3624195,5.5242743,4.2893767,3.6066785,-3.4001505,3.9194477,-3.7366395,3.7995925,-3.5674715,3.4834666,-0.48976293,3.702261,-2.7861512,3.2486794,-1.7017049,3.5137513,-0.5506117,3.0283291,1.6124706,3.20381,1758.2832322639274,234.17857368132158,0.14769587,0.07703816
110_bus.wav,bus,-118.579445,108.64425,113.25698,17.02672,-9.89636,22.167742,41.315033,8.464907,1.758868,10.549274,-0.19562474,4.6839523,3.2962239,5.866772,17.694315,7.936865,3.3526168,8.089833,3.3827522,4.715749,8.543506,5.843072,1.1994251,7.1447167,-2.3463988,3.76954,-3.0698688,5.563482,-0.5556652,4.696222,1.9613583,3.911383,-0.40354213,4.7655783,2.2059655,4.60005,-3.2629876,5.179001,3.6894646,4.470311,1349.8386225876288,180.34314652499182,0.11830217,0.07279459
111_bus.wav,bus,-130.31293,130.35776,156.64445,30.625368,11.917295,14.026918,19.060566,7.0566225,0.16934277,13.884183,16.912203,5.770504,-11.170976,10.621196,6.787214,4.5720706,2.681757,4.852938,2.6342914,3.4362998,6.9191504,4.940167,3.0293818,6.863848,3.5310051,4.622085,-0.13145438,5.1156797,-3.7671974,4.838331,-2.029679,3.347131,-2.224152,4.730131,1.0144497,5.1356544,-0.4327865,3.8461251,3.0600383,5.24545,809.7676965654748,319.5187187065911,0.2024592,0.10341964
112_bus.wav,bus,-187.84088,84.205025,197.99355,33.028107,-44.969643,24.384377,55.321777,16.684542,-0.3262031,7.7258787,-3.2864175,8.767434,33.14001,8.595343,-14.804249,6.568179,16.224031,5.167798,6.06876,3.792211,-10.954816,5.820957,16.81923,5.0449047,-10.420454,5.3193073,-1.2787011,4.448665,5.712527,3.8889234,-13.235907,4.726451,5.605555,4.0564184,-4.392572,4.030831,-4.2097993,3.1671746,6.749737,3.792146,767.8514565721298,191.90318349028604,0.13868515,0.090989456
113_bus.wav,bus,-156.94203,76.61752,214.03615,34.14381,-103.101585,23.564455,44.898937,13.316326,1.9077119,9.7260475,0.9399328,5.927527,36.780724,10.632252,-27.349632,6.726392,14.350776,4.0232067,5.384579,4.3341255,-18.168242,5.0108037,13.144866,7.6473255,-14.333216,7.353856,1.7852919,3.4623532,6.5803885,3.7626405,-18.259602,5.9221206,5.696828,4.606394,-4.252598,4.38992,-1.2713385,3.4501452,8.933169,4.422487,1135.9931213642856,235.51857192990607,0.11533829,0.07589852
114_bus.wav,bus,-162.15103,78.98121,216.57448,30.807846,-87.08106,23.041677,39.865215,13.212506,-7.260487,9.597899,-2.2996545,7.3116603,34.950882,9.111216,-26.61712,7.676188,14.325882,6.778293,5.1461697,4.4056644,-16.53266,4.629103,15.952342,5.488642,-15.591862,7.158137,-5.598492,3.5879545,3.61563,2.8689175,-15.04464,4.940621,8.018421,3.7451344,-4.973133,3.6806004,-5.6946044,2.8859599,6.4919963,3.5185883,1017.3222247314064,143.98830468076088,0.1125183,0.07196315
115_bus.wav,bus,-188.7281,66.842636,195.57341,30.909145,-38.656185,17.835604,58.426586,11.753776,1.2028538,5.743994,-4.5743823,7.1989274,30.93461,7.133834,-17.116163,5.199201,11.853264,5.364548,5.0393186,4.00118,-10.93974,4.8704348,14.24207,5.160519,-10.789932,4.4977937,-0.022192637,3.5352592,6.7498283,3.3203206,-11.979276,4.5479727,6.117168,4.0513654,-4.2048492,3.6275222,-4.2898984,3.6874642,6.793106,3.7599862,745.0255363768262,189.30336400538718,0.12639059,0.06994422
116_bus.wav,bus,-142.11127,74.01356,208.21385,28.776018,-76.65541,21.614902,55.099087,15.507517,-9.367319,10.070335,-7.8845887,6.7994394,34.063953,6.4731817,-26.143694,7.4424596,16.571499,5.5391965,4.3738136,4.318449,-18.97186,5.490986,12.235819,5.807751,-18.117067,7.4603534,-2.8673136,4.4838004,3.8949337,5.0999007,-15.301914,5.7744308,9.791721,3.730215,-6.5728016,4.6928754,-5.5788507,3.50217,7.347955,3.673731,1015.0995399598881,181.81978069808966,0.14035976,0.076476604
117_bus.wav,bus,-186.30606,104.56731,194.30162,38.228798,-63.723648,36.538044,59.5861,16.710176,-0.36695704,11.38447,-2.9616299,14.411612,36.00629,8.233937,-19.70534,9.119948,15.169748,3.8291912,4.4450355,5.796224,-14.033522,7.8443437,16.280666,4.465902,-11.627642,7.4649677,0.4880347,3.9949062,6.236311,4.1009603,-12.765233,4.3462973,8.464279,4.260692,-5.3727527,4.0589075,-3.7956595,3.012024,8.645322,3.837658,946.0992244469828,282.2269276879134,0.12029284,0.073332265
118_bus.wav,bus,-160.16101,45.96863,133.84639,8.774266,-11.882118,8.544228,20.567457,7.1472955,3.8208313,5.213289,17.707125,6.017344,-5.1752205,4.9671474,0.98006,3.8914554,13.433035,3.1788082,10.398781,4.2898936,-6.048611,2.3455412,17.656435,3.29603,-2.5607877,3.7261899,5.73537,2.4838762,-0.6341745,3.9755163,-0.9811966,2.596683,0.06113567,3.204375,-4.2668543,2.3628924,0.38079438,3.174353,3.3751855,3.367644,1116.7101046090186,186.31297893633737,0.0844234,0.049384564
119_bus.wav,bus,-95.832085,76.14123,122.73868,18.553436,-17.772781,15.828225,42.853664,7.8397894,9.486348,9.798938,3.494429,6.1660724,-6.2430396,7.436629,20.20834,3.9609659,5.468312,5.583568,5.223747,4.6800404,9.214892,4.137823,5.8618393,3.674776,-3.7375004,4.9778385,4.147487,3.9580986,-6.2249217,4.6640635,1.7153883,3.5013354,0.8840435,3.4375598,2.0489576,3.349543,-6.7646165,3.5011318,0.82318175,3.1502297,1224.5366531689774,259.5509868384903,0.14149837,0.06776639
11_bus.wav,bus,-102.25052,54.563503,123.55205,14.713128,20.911564,5.8735414,17.54055,6.442802,13.060345,5.356824,16.251337,6.9957438,2.7240238,7.5804734,6.7938156,5.469548,-4.1488547,4.96203,4.987101,5.552605,-0.19103248,4.1011076,2.1491165,4.375383,-2.3145823,4.110704,-1.9216323,3.595697,0.65815425,3.9941528,4.74402,3.6401536,-2.0001671,3.5047185,2.814096,3.4615612,0.87753594,4.3883367,1.242119,3.7258413,1188.6300312390429,290.6656459242287,0.14926502,0.064918466
120_bus.wav,bus,-102.99417,102.40483,121.99854,21.449932,0.80819046,11.340599,21.852083,11.010456,-0.60069036,7.27206,19.175247,8.536259,-6.3805733,7.7576613,-0.19048813,5.6723776,9.920475,5.2986174,7.579216,6.2014294,3.7336135,5.804874,-1.6783103,6.017772,0.5419388,5.9355917,4.4550357,5.002926,0.9339672,4.7186484,3.146901,4.785246,-0.034669388,5.2001777,2.4317691,4.66563,-1.9820163,3.6740603,2.2603366,4.3062296,1265.3203407923315,265.0074632268724,0.1467909,0.09411289
121_bus.wav,bus,-164.06485,109.890274,147.6375,21.712498,18.4706,8.758129,35.123226,9.483311,-6.057818,6.91511,12.907453,6.168473,14.712589,5.8223624,4.2966056,5.2742147,0.022598006,4.679514,-0.59753424,3.6728423,1.5868526,4.9750185,-3.6740382,5.2670035,-6.104281,4.6183844,-1.0071509,3.4972925,-1.4176089,4.7163897,-4.852368,3.7444885,-2.0002666,4.0568933,3.1255193,4.182859,-1.7327445,3.731229,0.96470565,3.1856012,789.9402738684612,236.83565288807858,0.15732957,0.12042735
122_bus.wav,bus,-134.60432,119.55328,134.0537,18.546682,8.52423,14.527118,13.9669695,7.625507,-8.42892,8.615739,19.87097,6.7617207,7.2189527,6.93297,3.7327344,9.00821,7.221947,5.6896734,4.315218,4.746481,5.9027443,3.8877485,6.6932898,7.98906,-3.5676377,5.0037336,5.8028965,4.498926,-1.9947726,3.8550754,1.7074856,4.4720554,-2.0387497,3.4243245,2.0148196,3.36709,0.81433046,3.6129642,2.4133158,3.374088,1057.0152827177076,264.07234453972177,0.13118455,0.07839947
123_bus.wav,bus,-112.956154,115.48549,115.358025,15.955425,0.15522239,16.841957,31.332523,7.4256773,1.7167867,4.8736496,10.390552,5.3310227,3.8066347,6.143656,8.811591,5.121035,2.758467,4.9447784,-0.42037287,5.734484,6.563022,4.015504,4.661879,5.2522607,0.060748015,4.3584375,1.2613003,4.094703,-1.0325769,3.9473386,2.319421,3.646361,-1.9065313,3.659041,1.5937333,3.35048,-1.7878468,3.5333886,4.2939353,4.668378,1242.1846045147547,253.07177604890583,0.14048104,0.0724992
124_bus.wav,bus,-89.49633,64.65193,111.09048,8.100984,-5.734877,9.140365,25.536247,4.5624466,28.27661,6.211583,14.155057,4.808382,-2.1702394,9.144323,5.596197,5.9080386,-2.3811865,7.4889064,13.127818,5.930506,3.6641383,6.5016866,6.1447606,4.372135,0.5086751,4.555371,6.1647477,5.040945,-4.6692357,5.0209565,5.300475,5.832271,0.9749502,4.6217995,4.0795693,4.2849584,1.7762042,5.259574,7.5039854,4.581421,1280.9945066209432,132.83558004516158,0.17702194,0.08964054
125_bus.wav,bus,-128.9171,56.07333,178.05727,12.9662075,5.9765415,6.431328,0.33602262,9.421644,-6.011415,6.368812,15.982903,6.028863,-5.637335,7.6722403,14.161039,5.745819,7.2376056,4.3723874,-5.288627,6.2790513,1.1975044,5.03541,-1.2479992,3.7705486,-7.1606054,5.4232726,0.5806506,3.3967311,-4.172956,4.264617,3.2441268,3.9098098,0.2938676,3.7326868,2.5244598,3.727502,-0.23019578,3.735073,3.5067647,3.2853425,779.5459627854931,132.90198348288283,0.14917041,0.06665742
