filename,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,scent_mean,scent_std,sband_mean,sband_std,rms_mean,rms_std
0_car.wav,car,-8.444539,81.37251,91.17881,17.11736,-7.3805943,6.339221,18.085718,6.3618016,-3.6018457,5.7972894,9.909031,5.1685843,3.0784485,4.5302634,8.356846,4.5121193,-0.86196643,3.950161,7.5766783,3.5520651,-0.733166,3.9551888,4.499617,3.4376438,-3.097289,3.785673,4.1603446,3.551512,-1.6882049,3.5723438,4.283559,3.9655302,-1.6520146,3.3185663,3.1648085,3.5967214,-0.53135407,3.178255,2.6276877,2.568665,1805.7578020922647,357.60817780531664,1839.1882650108892,187.44489996954113,0.16353242,0.034391597
100_car.wav,car,-258.9624,89.41563,191.87354,43.97564,28.6346,27.64337,25.468586,9.244863,4.5302486,8.944714,3.8121848,8.210803,16.856218,6.8171244,10.983696,5.7548633,8.476995,6.740551,6.187389,5.355074,0.36540928,4.60191,-1.5280453,3.6253538,0.030176815,3.611158,-1.7517229,3.8050973,-2.4105198,4.2249064,-2.3857205,3.6172175,-1.5776048,3.7522624,-1.033912,3.0652626,-0.65660626,3.9394217,2.2004716,3.8963025,405.43712277729264,91.89526146232646,661.2075344331001,137.88407655069503,0.13973734,0.08555648
101_car.wav,car,-121.81855,64.82923,136.09132,18.589598,13.974697,15.065654,-4.269991,8.421245,7.196428,7.8422213,4.9088845,7.9425454,6.314517,6.824874,-0.23183873,4.0507164,4.4973164,5.4496236,0.98031074,4.805377,-3.1384895,4.603716,-2.5811632,3.438968,-6.612036,3.5349464,0.29201576,3.6378286,-3.1337466,3.1718266,-1.6486546,3.566771,-2.4807305,3.9403944,1.7468638,3.2459087,-2.0804014,3.7938852,5.1825604,4.769687,1214.966021389856,222.3675953819525,1678.210295306404,273.5401817477884,0.10049147,0.06950438
102_car.wav,car,-112.889206,46.864536,218.06421,20.860046,-50.443474,9.028973,-2.6468828,8.834781,9.982562,6.6088595,24.495937,7.5498643,-9.089355,4.8813615,3.221837,6.0564203,3.8344443,5.4167876,-6.066966,4.617989,-2.8392909,4.1700478,0.0647876,5.4573684,-3.4687467,6.5170884,-1.7700236,3.8726387,-3.8602848,3.649602,3.0244675,4.367278,-3.1642518,3.6370678,5.4920774,4.1583877,-0.13130137,4.732413,2.303061,3.5240538,803.5482657633546,102.63878440984595,756.1359648497123,53.324991476542316,0.17665729,0.053495243
103_car.wav,car,-197.5294,55.689842,121.824196,12.298254,19.37888,14.908304,9.812554,10.037461,17.876308,5.8243203,9.828414,6.09237,14.16997,5.248901,7.3713517,5.4152474,4.823088,5.0606093,5.7082324,4.2573776,3.4843245,3.6632645,2.3778033,4.209098,-1.5558046,3.5333204,2.5716088,3.4541707,-2.619454,4.231337,-0.49663967,3.9321244,-0.043674387,3.7370493,2.5674608,3.440409,-0.6646232,3.6594322,3.198089,3.4254236,1175.9058961974406,217.29251244281383,1777.1496969337861,204.0499136181873,0.06396262,0.045894418
104_car.wav,car,-66.729485,73.451706,53.85196,9.992378,0.30611467,6.920937,47.351536,7.1737556,16.85659,6.032911,18.146969,4.533932,-2.1252968,4.2557187,21.748907,5.0159316,-2.5165768,3.6670449,16.395456,4.3794246,-8.108882,3.7402587,6.682789,3.97264,-5.4225197,4.1659136,7.613751,4.382913,-12.711236,4.519844,-0.7854,3.7405965,-2.7703001,3.4938483,5.087584,3.4341261,-1.1392834,3.271156,1.6933213,4.0207014,2258.9981546747526,223.6653474997494,2072.2420022876563,76.66618374282693,0.11950103,0.053548288
105_car.wav,car,-83.52824,53.902,68.387505,9.474911,3.0354576,9.187181,31.95922,14.403004,5.654497,4.5425363,22.58478,6.558355,3.869037,8.14855,1.068655,7.788478,-9.467267,4.9860554,3.5381644,4.2681623,-11.164245,8.493308,4.9773083,4.7800093,-6.775859,6.086924,5.165475,4.7756424,-3.3695803,3.4795048,2.9650354,3.8383732,-6.4011493,4.916979,-0.8713927,3.6747923,-5.1432195,4.519354,-1.3546178,3.6660159,2138.4185720587734,167.02033347861794,2042.810511173864,99.08550239066061,0.0897749,0.050275393
106_car.wav,car,-57.14999,54.976536,71.77502,10.308916,-8.269122,7.1826024,28.445549,12.524164,8.00362,7.006955,13.236503,4.440258,-1.6909229,10.382167,-0.519795,5.3978086,-11.312287,4.5932937,-2.873974,4.088162,-7.1895065,6.618133,-0.0032160324,4.105345,-8.279647,5.5361333,4.7101474,4.721778,-11.167843,3.9712713,-1.4672456,3.5025759,-4.1938443,5.5979986,-4.759651,3.3552887,-5.4225483,3.197984,-5.4789624,3.6298099,2088.316827576219,185.1633142298788,1950.1114539532664,105.95245484794681,0.09750278,0.05070579
107_car.wav,car,-23.154129,42.46518,96.618164,7.0056243,-21.362074,9.106278,25.360157,5.1252723,0.8142724,5.4804134,27.760525,5.016881,6.916936,4.1966915,5.6835403,4.4436693,-3.7076728,4.2251453,2.0020545,4.42416,-0.17717798,3.7386575,6.198268,4.0369315,-6.650113,3.9052918,-0.19135238,3.759575,-2.2523224,3.7152684,1.7208384,3.3502479,-8.620589,3.5359151,1.2749766,3.2466388,-4.3312554,3.4690056,-1.333784,3.5785146,1652.2557276930922,143.3713592423019,1687.754084614486,92.8921571781825,0.16977184,0.06306182
108_car.wav,car,-26.134314,68.55748,135.25603,7.6858897,-34.401924,3.7884338,-5.485403,6.2516217,2.4522617,4.9546123,3.6188803,6.969711,2.875552,4.6161394,2.8304532,3.6765482,-0.68240386,3.9656813,-1.9125037,4.6341944,-4.817168,3.9135363,-0.23702656,4.713668,-5.0901184,3.9995825,-5.8307486,2.8703892,-8.820983,4.5563817,-5.2573476,3.8023393,-6.849393,2.870621,-2.108912,3.5586274,-7.405707,3.1129336,1.9628819,3.3797567,1302.2529388411738,75.66218077571381,1378.3918059899336,83.95666357769684,0.18374245,0.07709831
